super_book_title,super_book_code,high_level_keyword,parisian_keyword
Dictionnaire d'architecture civile,spbk0003944,pk105,Science et Arts
"Dictionnaire historique, théorique et pratique de Marine",spbk0003945,pk105,Science et Arts
Oeuvres complètes de M. de Marivaux,spbk0003946,pk015,Belles-Lettres
Chef-d'oeuvres de l'antiquité sur les beaux-arts,spbk0003947,pk105,Science et Arts
[Atlas de Mentelle],spbk0003949,pk036,Histoire
[Elémens de la géométrie],spbk0003950,pk105,Science et Arts
Traité d'architecture,spbk0003951,pk105,Science et Arts
[Tableau de littérature],spbk0003953,pk015,Belles-Lettres
[Atlas d'Allemagne],spbk0003954,pk036,Histoire
Oeuvres de Monsieur le comte Grégoire de Razoumowsky,spbk0003955,pk036,Histoire
Voyage en Espagne,spbk0003959,pk036,Histoire
Voyage d'Espagne fait en l'année 1755,spbk0003960,pk036,Histoire
Introduction à l'histoire naturelle et à la géographie physique de l'Espagne,spbk0003961,pk105,Science et Arts
Voyageur (le) sentimental,spbk0003962,pk015,Belles-Lettres
Oeuvres complettes de M. Le Febvre,spbk0003964,pk105,Science et Arts
[Essai sur la littérature de Trembley],spbk0003966,pk015,Belles-Lettres
Nouveau dictionnaire des Passagers,spbk0003969,pk015,Belles-Lettres
Bibliothèque ou Choix des meilleurs romans anglois / Oeuvres de Henry Fielding,spbk0003971,pk015,Belles-Lettres
Lettres d'un membre du Congrès amériquain,spbk0003973,pk036,Histoire
"Apparat royal, dictionnaire françois et latin",spbk0003976,pk015,Belles-Lettres
Collection complète des oeuvres de Madame Riccoboni,spbk0003977,pk015,Belles-Lettres
Asiatique (l') tolérant,spbk0003979,pk015,Belles-Lettres
Anleitung zur gründlichen und nützlichen Kenntniss der neuesten Erdbeschreibung,spbk0003985,pk036,Histoire
Géographie comparée,spbk0003994,pk036,Histoire
Choix de lectures géographiques et historiques,spbk0003995,pk036,Histoire
Cagliostro démasqué à Varsovie,spbk0003999,pk105,Science et Arts
Instruction derniere de Frédéric le Grand à son neveu,spbk0004000,pk036,Histoire
Oeuvres du Cte Antoine Hamilton,spbk0004001,pk015,Belles-Lettres
Oeuvres complètes,spbk0004002,pk015,Belles-Lettres
Manière (de la) d'enseigner et d'étudier les Belles Lettres,spbk0004004,pk105,Science et Arts
Moyens de préserver les édifices d'incendies,spbk0004009,pk105,Science et Arts
"Abrégé élémentaire d'astronomie, de physique, d'histoire naturelle, de chymie, d'anatomie, de géométrie et de méchanique",spbk0004014,pk105,Science et Arts
Lettres sur l'Egypte,spbk0004018,pk036,Histoire
Journal historique du voyage fait au Cap de Bonne-Espérance,spbk0004020,pk036,Histoire
Dictionnaire portatif de la campagne,spbk0004022,pk105,Science et Arts
"Histoire de la vie, du règne et du détrônement d'Iwan III",spbk0004023,pk036,Histoire
Prédicateur (la) évangélique,spbk0004024,pk106,Théologie
Journal historique de la révolution opérée dans la constitution de la monarchie françoise par M. de Maupeou,spbk0004025,pk036,Histoire
Trauerrede,spbk0004028,pk036,Histoire
Lutrin (le),spbk0004029,pk015,Belles-Lettres
Oeuvres politiques de M. l'abbé de Mably,spbk0004030,pk082,Jurisprudence
[Colloque],spbk0004031,pk114,Undetermined
[Chansons posthumes],spbk0004032,pk114,Undetermined
Recherches philosophiques sur les preuves du christianisme,spbk0004036,pk106,Théologie
Nouvel (le) Abeilard,spbk0004037,pk015,Belles-Lettres
Abrégé de la chronologie des anciens royaumes,spbk0004038,pk036,Histoire
Amusemens arithmétiques et algébriques de la campagne,spbk0004039,pk105,Science et Arts
Ami (l') du peuple français,spbk0004041,pk105,Science et Arts
Voix (la) du curé sur le procès des habitans du Mont Jura,spbk0004042,pk082,Jurisprudence
Nouvel Atlas des enfants,spbk0004043,pk036,Histoire
Observations historiques et critiques sur les commentaires de Folard et sur la cavalerie,spbk0004045,pk105,Science et Arts
Mort (la) d'Abel,spbk0004046,pk015,Belles-Lettres
Mort (de la) et du Jugement dernier,spbk0004049,pk106,Théologie
"Délassemens de l'homme sensible, ou Anecdotes diverses",spbk0004050,pk036,Histoire
Cinq (les) années littéraires,spbk0004051,pk015,Belles-Lettres
Elémens de mythologie,spbk0004052,pk036,Histoire
Itinéraire des routes les plus fréquentées,spbk0004053,pk036,Histoire
Subordination (la),spbk0004054,pk106,Théologie
Deux Mémoires sur les gas,spbk0004055,pk105,Science et Arts
Histoire de Pontus de Thyard de Bissy,spbk0004056,pk036,Histoire
Relation des derniers tremblemens de terre arrivés en Calabre et en Sicile,spbk0004057,pk105,Science et Arts
"Avis aux bonnes ménagères des villes et des campagnes, sur la meilleure manière de faire leur pain",spbk0004058,pk105,Science et Arts
Art (l') de la vigne,spbk0004059,pk105,Science et Arts
Infortuné napolitain,spbk0004060,pk015,Belles-Lettres
Abrégé historique et politique de l'Italie,spbk0004061,pk036,Histoire
Catéchisme sur l'art des accouchemens,spbk0004065,pk105,Science et Arts
Découverte (la) de l'Amérique,spbk0004067,pk036,Histoire
Abrégé de l'histoire poétique,spbk0004068,pk036,Histoire
Catéchisme destiné particulièrement à l'usage des jeunes gens qui s'instruisent pour participer à la Sainte Cêne,spbk0004070,pk106,Théologie
Mendiant (le) boiteux,spbk0004071,pk015,Belles-Lettres
Comptes faits,spbk0004073,pk105,Science et Arts
Abrégé des premiers principes de la grammaire angloise & françoise,spbk0004074,pk015,Belles-Lettres
Eclipses (les),spbk0004075,pk015,Belles-Lettres
Almanach nouveau et historique nommé le marchand de nouvelles,spbk0004076,pk036,Histoire
Félicité (la) publique,spbk0004077,pk105,Science et Arts
Observations physico-medicales sur l'electricité,spbk0004079,pk105,Science et Arts
Histoire de la tourière des carmélites,spbk0004080,pk015,Belles-Lettres
"Laure, ou Lettres de quelques femmes de Suisse",spbk0004081,pk015,Belles-Lettres
La raison par alphabet,spbk0004082,pk105,Science et Arts
Soldat (le) citoyen,spbk0004083,pk105,Science et Arts
Lexicon manuale graeco-latinum,spbk0004084,pk015,Belles-Lettres
Discours sur l'éducation des filles,spbk0004085,NA,NA
Traité des maladies vénériennes,spbk0004086,pk105,Science et Arts
Contes moraux et nouvelles idylles,spbk0004087,pk015,Belles-Lettres
Cornelii Nepotis Vitæ excellentium imperatorum,spbk0004088,pk036,Histoire
Extinction des dettes de la France,spbk0004089,pk105,Science et Arts
Devoirs (les) des communians,spbk0004090,pk106,Théologie
Dictionnaire géographique portatif,spbk0004091,pk036,Histoire
Voyage de Bethel,spbk0004092,pk106,Théologie
"Conduite (la) du vray chre´tien dans les diverses maladies, dont il est afflige´",spbk0004093,pk106,Théologie
"Entretiens pieux d'un fidèle avec son pasteur... par B. Pictet,...",spbk0004094,pk106,Théologie
Trésor des prieres,spbk0004095,pk106,Théologie
Anatomie de la messe,spbk0004096,pk106,Théologie
Beaume de Galaad,spbk0004097,pk106,Théologie
Examen de soi-même,spbk0004098,pk106,Théologie
Combat chretien on des Affections,spbk0004099,pk106,Théologie
Dévotions particulières qui peuvent servir en diverses occasions,spbk0004100,pk106,Théologie
Triomphe de l'église sous la Croix,spbk0004101,pk036,Histoire
Faux visage de l'antiquité,spbk0004102,pk106,Théologie
Histoire ecclésiastique des églises réformées au royaume de France,spbk0004103,pk036,Histoire
Histoire de l'edit de Nantes,spbk0004104,pk036,Histoire
"Lettre contenant plusieurs réflexions importantes et singulières sur la mort, et sur la résurrection des deux témoins prédits au chap. 11 de l'apocalypse",spbk0004105,pk106,Théologie
Preparation a la Sainte Cene,spbk0004106,pk114,Undetermined
"Rachat (le) du tems, ou meditations pieuses sur l'usage, que l'ame chretienne doit faire de son tems",spbk0004107,pk114,Undetermined
Conversion d'un Chrétien par B. Pictet,spbk0004108,pk106,Théologie
Eclaircissemens et réflexions sur les quatre Evangiles et les Actes des Apôtres,spbk0004109,pk106,Théologie
Entretiens (des) pieux,spbk0004110,pk106,Théologie
Oeuvres de l'abbé Vertot,spbk0004112,pk036,Histoire
Astronomie de Marine,spbk0004113,pk105,Science et Arts
Redivivus,spbk0004114,pk114,Undetermined
Dictionnaire de chimie de Margraff,spbk0004115,pk105,Science et Arts
Specimen lithographiae helveticae curiosae... a Johanne Jacobo Scheuchzero,spbk0004116,pk114,Undetermined
Eiusdem oryctographia elvética curiosa,spbk0004117,pk114,Undetermined
Caroli Nicolai Langii ... Historia Lapidum Figuratorum Helvetiae,spbk0004118,pk105,Science et Arts
Hautt et Johannis Jodheuni Haller,spbk0004119,pk114,Undetermined
Dictionnaire raisonné de physique,spbk0004120,pk105,Science et Arts
[Dictionnaire de minéralogie],spbk0004121,pk105,Science et Arts
[Roman de Pearron],spbk0004123,pk015,Belles-Lettres
Soldat (la) parvenu,spbk0004124,pk015,Belles-Lettres
[Christiani Gottlieb Ludwig Institutiones],spbk0004126,pk114,Undetermined
Oeuvres complet de Linné,spbk0004127,pk105,Science et Arts
Souterrain (le),spbk0004128,pk015,Belles-Lettres
"Histoire de Charles Price, fameux escroc de Londres",spbk0004130,pk015,Belles-Lettres
Manière (la) d'enseigner et d'apprendre l'orthographe,spbk0004132,pk015,Belles-Lettres
Bibliothèque des enfans,spbk0004133,pk015,Belles-Lettres
Recueil de pièces dialoguées,spbk0004134,pk015,Belles-Lettres
Dictionnaire minéralogique et hydrologique de la France,spbk0004135,pk105,Science et Arts
Lettres sur la procédure criminelle de la France,spbk0004136,pk082,Jurisprudence
Code du bonheur,spbk0004137,pk105,Science et Arts
Négresse (la) couronnée,spbk0004138,pk015,Belles-Lettres
Vie et amours d'un pauvre diable,spbk0004139,pk015,Belles-Lettres
Dictionnaire de droit canonique et de pratique bénéficiale,spbk0004140,pk082,Jurisprudence
Della Politica e regolata podesta giuridizionale della Chiesa,spbk0004141,pk082,Jurisprudence
"Essai sur l'état présent, naturel, civil et politique de la Suisse",spbk0004142,pk036,Histoire
Estampes [La Mère bien aimée],spbk0004144,pk105,Science et Arts
Sermons de M. Hugh Blair,spbk0004146,pk106,Théologie
Histoire (l') du règne de l'empereur Charles-Quint,spbk0004148,pk036,Histoire
Mathurini Corderii Colloquia selecta,spbk0004149,pk015,Belles-Lettres
Histoire de l'Amérique,spbk0004150,pk036,Histoire
Nécrologe (le) des hommes célèbres de France,spbk0004151,pk036,Histoire
Nouvel abrégé chronologique de l'histoire de France,spbk0004155,pk036,Histoire
Heures (les) de Paphos,spbk0004156,pk015,Belles-Lettres
Essai sur la constitution des régimens de chasseurs,spbk0004157,pk105,Science et Arts
Mémoire sur la théorie des machines à feu,spbk0004158,pk105,Science et Arts
Histoire de Stanislas premier,spbk0004159,pk036,Histoire
Monarchie (de la) prussienne sous Frédéric le Grand,spbk0004160,pk036,Histoire
Droits (des) et des devoirs du citoyen,spbk0004161,pk105,Science et Arts
Situation politique de la France,spbk0004162,pk036,Histoire
"Essai historique sur la vie privée de Marie-Antoinette d'Autriche, reine de France. Seconde Partie",spbk0004163,pk036,Histoire
Voix (la) d'un patriote,spbk0004164,pk036,Histoire
"[Tableau général historique, chronologique et généalogique des maisons souveraines de l'Europe]",spbk0004167,pk082,Jurisprudence
Histoire des progrès de l'esprit humain dans les sciences et dans les arts,spbk0004168,pk105,Science et Arts
Théâtre de P. Corneille,spbk0004169,pk015,Belles-Lettres
Tactique prussienne,spbk0004170,pk105,Science et Arts
Observations médicales et politiques sur la petite vérole,spbk0004171,pk105,Science et Arts
Délassement d'un homme de goût,spbk0004172,pk015,Belles-Lettres
[Rosa],spbk0004173,pk114,Undetermined
Aventures et plaisante éducation du courtois chevalier Charles-le-Bon,spbk0004174,pk015,Belles-Lettres
Recueil de lettres originales de l'Empereur Joseph II au Géneral d'Alton,spbk0004175,pk036,Histoire
Histoire politique de la révolution en France,spbk0004176,pk036,Histoire
Isabella et Henri,spbk0004177,pk015,Belles-Lettres
"Charles II, roi d'Angleterre",spbk0004178,pk015,Belles-Lettres
Congrès (le) de Cythère,spbk0004179,pk015,Belles-Lettres
Mariage (le) platonique,spbk0004180,pk015,Belles-Lettres
Soupers (les) de Vaucluse,spbk0004181,pk015,Belles-Lettres
Coloandre (le) fidèle,spbk0004182,pk015,Belles-Lettres
[Mémoire de Choiseul],spbk0004183,pk114,Undetermined
Gil-Blas (le) françois,spbk0004185,pk015,Belles-Lettres
Lolotte et Fanfan,spbk0004186,pk015,Belles-Lettres
[Correspondance politique],spbk0004187,pk114,Undetermined
Amitié (l') trahie,spbk0004188,pk015,Belles-Lettres
Amours (les) d'Anas-Eloujoud et de Ouardi,spbk0004189,pk015,Belles-Lettres
Ainsi finissent les grandes passions,spbk0004190,pk015,Belles-Lettres
Lisvart de Grèce,spbk0004191,pk015,Belles-Lettres
"Charles IX, ou l'Ecole des rois",spbk0004192,pk015,Belles-Lettres
Voyage de Monsieur Le Vaillant dans l'intérieur de l'Afrique,spbk0004193,pk036,Histoire
"Suite de la nouvelle méthode d'enseigner les enfans, ou Nouveau tableau de la vie humaine",spbk0004195,pk105,Science et Arts
Etat actuel de la France,spbk0004196,pk036,Histoire
Coup d'oeil d'un Arabe sur la littérature française,spbk0004197,pk015,Belles-Lettres
Contes saugrenus,spbk0004198,pk015,Belles-Lettres
Dévotions (les) Mme Betzhamooth,spbk0004199,pk015,Belles-Lettres
Exercices de dévotion de M. Henri Roch,spbk0004201,pk015,Belles-Lettres
Boucle (la) de cheveux enlevée,spbk0004202,pk015,Belles-Lettres
[Oeuvres patriotiques],spbk0004203,pk114,Undetermined
Trois (les) chapitres,spbk0004204,pk036,Histoire
Nullité et despotisme de l'assemblée prétendue nationale,spbk0004205,pk036,Histoire
Discours d'un membre de l'Assemblée nationale à ses co-députés,spbk0004206,pk105,Science et Arts
Ouvrez donc les yeux!,spbk0004207,pk036,Histoire
"Vie de Louis XVI, Roi des François",spbk0004208,pk036,Histoire
Parisiennes (les),spbk0004210,pk015,Belles-Lettres
Opuscules de chirurgie,spbk0004212,pk105,Science et Arts
Vies des fameux architectes,spbk0004213,pk105,Science et Arts
[Magasin historique],spbk0004215,pk114,Undetermined
Gradus ad parnassum,spbk0004216,pk015,Belles-Lettres
Mémoires justificatifs de la comtesse de Valois de La Motte,spbk0004217,pk036,Histoire
"Mémoires de François, baron de Trenck",spbk0004219,pk036,Histoire
Histoire de Brisson,spbk0004220,pk036,Histoire
Instruction d'un père a son fils,spbk0004221,pk105,Science et Arts
Caroline de Lichtfield,spbk0004222,pk015,Belles-Lettres
Tableau des empires,spbk0004225,pk105,Science et Arts
Médecine (la) pratique de Londres,spbk0004226,pk105,Science et Arts
Histoire des animaux,spbk0004227,pk105,Science et Arts
Malheurs (les) du sentiment,spbk0004230,pk015,Belles-Lettres
Françaises (les),spbk0004232,pk015,Belles-Lettres
"Edda, ou Monumens de la mythologie et de la poésie des anciens peuples du Nord",spbk0004233,pk015,Belles-Lettres
Conservateur (le),spbk0004234,pk015,Belles-Lettres
Dénonciation faite à tous les évêques de l'Eglise de France,spbk0004235,pk106,Théologie
Chef-d'oeuvres (les) d'Horace,spbk0004236,pk015,Belles-Lettres
Fées (les) à la mode,spbk0004237,pk015,Belles-Lettres
Histoire de mademoiselle Sara Burgerhart,spbk0004239,pk015,Belles-Lettres
"Une seule faute, ou les Mémoires d'une demoiselle de qualité",spbk0004240,pk015,Belles-Lettres
Lettres de Charlotte,spbk0004242,pk015,Belles-Lettres
Histoire secrète de la Cour de Berlin,spbk0004243,pk036,Histoire
Blaise et Babet,spbk0004244,pk015,Belles-Lettres
Zaire,spbk0004245,pk015,Belles-Lettres
Estelle: Roman Pastoral,spbk0004247,pk015,Belles-Lettres
[Essai sur les animaux],spbk0004248,pk114,Undetermined
[Lettres historiques et politiques],spbk0004250,pk114,Undetermined
Odazir,spbk0004251,pk015,Belles-Lettres
[Matrone (la) d'Ephèse],spbk0004252,pk015,Belles-Lettres
Vérités philosophiques,spbk0004254,pk015,Belles-Lettres
Voyage philosophique d'Angleterre,spbk0004255,pk036,Histoire
Education (l') du jeune comte D. B***,spbk0004256,pk015,Belles-Lettres
Histoire de la dernière révolution arrivée en Danemark,spbk0004258,pk036,Histoire
Quelques avis aux institutrices de jeunes demoiselles,spbk0004259,pk105,Science et Arts
Mis Mac Rea,spbk0004260,pk015,Belles-Lettres
Recueil de voyages intéressans,spbk0004263,pk036,Histoire
Précis de physique,spbk0004264,pk105,Science et Arts
Description de plusieurs nouveaux moyens méchaniques propres à prévenir,spbk0004265,pk105,Science et Arts
"Théorie du libelle, ou l'art de Calomnier avec fruit",spbk0004266,pk015,Belles-Lettres
Voyageuse (la) languèdocienne,spbk0004267,pk015,Belles-Lettres
Mémoires d'un gentilhomme suédois,spbk0004269,pk105,Science et Arts
Théorie (la) des jeux de hasard,spbk0004270,pk105,Science et Arts
"Monumens antiques, ou Collection choisie d'anciens bas-reliefs",spbk0004271,pk105,Science et Arts
"Mémoires historiques, critiques et anecdotes des reines et régentes de France",spbk0004272,pk036,Histoire
Histoire d'Elisabeth,spbk0004273,pk036,Histoire
Bonze (le) vaniteux,spbk0004275,pk015,Belles-Lettres
Art (l') d'écrire aussi vite qu'on parle toutes les langues,spbk0004276,pk015,Belles-Lettres
Histoire de deux jeunes amies,spbk0004277,pk015,Belles-Lettres
Paul et Virginie,spbk0004278,pk015,Belles-Lettres
[Instructions pour les gardes malades],spbk0004279,pk105,Science et Arts
Monument du costume physique et moral de la fin du dix-huitième siècle,spbk0004281,pk015,Belles-Lettres
"Oreille (l'), conte asiatique",spbk0004282,pk015,Belles-Lettres
Blançay,spbk0004283,pk015,Belles-Lettres
Collection de tous les voyages faits autour du monde,spbk0004284,pk036,Histoire
Parisien (le) à Londres,spbk0004285,pk036,Histoire
Défense de l'hygromètre à cheveu,spbk0004286,pk105,Science et Arts
Entretiens sur la pluralité des mondes,spbk0004287,pk105,Science et Arts
Histoires ou contes du tems passé,spbk0004288,pk015,Belles-Lettres
Solitaires (les) en belle humeur,spbk0004290,pk015,Belles-Lettres
"Dictionnaire de poche, allemand-français",spbk0004291,pk015,Belles-Lettres
"Louise, ou la chaumière dans les marais",spbk0004292,pk015,Belles-Lettres
Ma Correspondance avec M. le Comte de Cagliostro,spbk0004293,pk036,Histoire
"52 (les) tableaux, representant les faits les plus célébres du vieux et du nouveau Testament",spbk0004294,pk105,Science et Arts
Voyage d'un amateur des arts en Flandre,spbk0004295,pk036,Histoire
Observations sur l'histoire de la Grece et sur les romains,spbk0004296,pk036,Histoire
Confessions (les) d'un Anglois,spbk0004297,pk015,Belles-Lettres
Mêlanges de vers et de prose,spbk0004298,pk015,Belles-Lettres
Chef-d'oeuvres politiques et litteraires de la fin du dix-huitième siècle,spbk0004299,pk036,Histoire
Rideau (le) levé,spbk0004300,pk015,Belles-Lettres
Histoire générale et particulière de Bohême,spbk0004301,pk036,Histoire
Souvenirs d'un citoyen,spbk0004302,pk015,Belles-Lettres
Lettres sur l'Italie,spbk0004305,pk036,Histoire
Heureuse (l') infidèlité,spbk0004309,pk015,Belles-Lettres
Oeuvres de M. Cochin,spbk0004310,pk082,Jurisprudence
Catéchisme des francmaçons,spbk0004311,pk036,Histoire
Journée (la) du chrétien,spbk0004313,pk106,Théologie
Ange (l') conducteur dans la dévotion chrétienne,spbk0004314,pk106,Théologie
Edouard et Sophie,spbk0004316,pk015,Belles-Lettres
Histoire de Miss Henriette Stuard,spbk0004317,pk015,Belles-Lettres
Mélise et Marcia ou les deux soeurs,spbk0004318,pk015,Belles-Lettres
Cour (la) Plénière,spbk0004321,pk015,Belles-Lettres
[Femme (la) philosophe],spbk0004322,pk114,Undetermined
Art (l') de peter,spbk0004323,pk105,Science et Arts
Analyse et abrégé raisonné du Spectacle de la nature,spbk0004325,pk105,Science et Arts
Bibliothèque des anciens philosophes,spbk0004326,pk105,Science et Arts
Vie de l'infant Dom Henri de Portugal,spbk0004327,pk036,Histoire
[Essai sur l'Amérique],spbk0004328,pk036,Histoire
Description historique et géographique de l'Archipel,spbk0004330,pk036,Histoire
Art (l') du manège pris dans ses vrais principes,spbk0004331,pk105,Science et Arts
Specimen zoologiae geographicae,spbk0004332,pk105,Science et Arts
Portrait du comte de Vergennes,spbk0004333,pk036,Histoire
Révolutions des Provinces-Unies,spbk0004334,pk036,Histoire
Description et usage des principaux instruments d'astronomie,spbk0004335,pk105,Science et Arts
Curieuse (la) impertinente,spbk0004336,pk015,Belles-Lettres
Histoire de la guerre de Hongrie,spbk0004337,pk036,Histoire
Dissertation sur le tabac,spbk0004339,pk105,Science et Arts
Dissertation sur le thé,spbk0004340,pk105,Science et Arts
"Esprit (l') de Sully, et celui d'Henri IV",spbk0004341,pk036,Histoire
Histoire de Thucydide de la guerre du Peloponese,spbk0004342,pk036,Histoire
[Revenant (le)],spbk0004343,pk015,Belles-Lettres
Histoire (l') de la vie du pape Sixte V,spbk0004345,pk036,Histoire
Maire (le) du palais,spbk0004346,pk036,Histoire
Guide du voyageur en Suisse,spbk0004347,pk036,Histoire
Réflexions sur le caractère et les talens militaires de Charles XII,spbk0004351,pk036,Histoire
Essai (un) sur le mélange des couleurs,spbk0004352,pk105,Science et Arts
Discours à lire au Conseil en présence du roi,spbk0004353,pk036,Histoire
Observations sur l'histoire de France,spbk0004354,pk036,Histoire
Théâtre du monde,spbk0004355,pk105,Science et Arts
Sandford et Merton,spbk0004356,pk015,Belles-Lettres
"Mémoires historiques, politiques et géographiques des voyages du Cte de Ferrières-Sauveboeuf",spbk0004357,pk036,Histoire
"Vie (la) de Frédéric, baron de Trenck",spbk0004358,pk036,Histoire
"Eraste, ou l'Ami de la jeunesse",spbk0004359,pk105,Science et Arts
Sur Frédéric le Grand,spbk0004360,pk036,Histoire
Mémoires de M. Wagner sur la Russie,spbk0004361,pk036,Histoire
Collection des moralistes anciens,spbk0004364,pk105,Science et Arts
[Education des filles],spbk0004365,pk105,Science et Arts
[Retraite de mongomios],spbk0004366,pk114,Undetermined
Dictionnaire catechetique,spbk0004369,pk106,Théologie
Géographe (le) manuel,spbk0004370,pk036,Histoire
Course de Bâle à Bienne,spbk0004371,pk036,Histoire
Oeuvres complettes de M. Vadé,spbk0004373,pk015,Belles-Lettres
Instruction pour les voyageurs qui vont voir les glaciers et les Alpes du canton de Berne,spbk0004374,pk036,Histoire
Sermons [de Fléchier],spbk0004375,pk106,Théologie
"Aminta, Favola Boscareccia",spbk0004376,pk015,Belles-Lettres
Esprit des loix de la tactique,spbk0004377,pk105,Science et Arts
Homeri Opera,spbk0004378,pk015,Belles-Lettres
[Iuvenalis],spbk0004379,pk015,Belles-Lettres
Mémoires du baron de La Motte-Fouqué,spbk0004380,pk105,Science et Arts
Poesie de Metastasio,spbk0004382,pk015,Belles-Lettres
Titi Livii Operum,spbk0004383,pk036,Histoire
Principes de l'administration politique,spbk0004386,pk105,Science et Arts
Hymne au soleil,spbk0004387,pk015,Belles-Lettres
Catéchisme raisonné,spbk0004390,pk106,Théologie
Abrégé chronologique de l'histoire du Comté de Neuchâtel et Valengin,spbk0004393,pk036,Histoire
Principes raisonnés de la langue grecque,spbk0004394,pk015,Belles-Lettres
"Principes philosophiques, politiques et moraux, par le major Weiss",spbk0004395,pk105,Science et Arts
Religion (la) considérée comme l'unique base du bonheur,spbk0004397,pk106,Théologie
Logique (la),spbk0004400,pk105,Science et Arts
Mémoires pour servir à l'histoire physique et naturelle de la Suisse,spbk0004401,pk105,Science et Arts
Traité des principales et des plus fréquentes maladies externes et internes,spbk0004403,pk105,Science et Arts
Morale (de la) naturelle,spbk0004404,pk105,Science et Arts
"Religion (la), poème",spbk0004405,pk015,Belles-Lettres
Voyage de Chapelle et Bachaumont,spbk0004406,pk036,Histoire
Histoire du vicomte de Turenne,spbk0004409,pk036,Histoire
[Lettres de Cagliostro],spbk0004410,pk114,Undetermined
Belle (la) captive,spbk0004411,pk015,Belles-Lettres
[Carte des etats de S.M. Sarde],spbk0004412,pk036,Histoire
Discours de Monsieur le chancelier d'Aguesseau,spbk0004413,pk082,Jurisprudence
Histoire de la guerre des Alpes,spbk0004415,pk036,Histoire
Mémoires de Montecuculi,spbk0004417,pk105,Science et Arts
Mémoires du cardinal de Retz,spbk0004418,pk036,Histoire
Oeuvres badines et morales de M***,spbk0004420,pk015,Belles-Lettres
Tableau des vertus du peuple,spbk0004421,pk105,Science et Arts
Flora Pedemontana,spbk0004423,pk105,Science et Arts
Collection des lettres sur les miracles,spbk0004426,pk106,Théologie
Histoire de la vie et des aventures de la duchesse de Kingston,spbk0004427,pk036,Histoire
Fables,spbk0004428,pk015,Belles-Lettres
Histoire de la vie de Mahomet,spbk0004429,pk036,Histoire
Romans héroïques de Jean-Ambroise Marin,spbk0004430,pk015,Belles-Lettres
Ecole (l') des pères et des mères,spbk0004431,pk015,Belles-Lettres
Supplément au dictionnaire chymie de Maquer,spbk0004433,NA,NA
Travaux (les) de M. l'abbé Mouche,spbk0004434,pk015,Belles-Lettres
Trésor des laboureurs,spbk0004435,pk105,Science et Arts
M. Tullii Ciceronis Opera,spbk0004436,pk015,Belles-Lettres
Aphrodisiaque externe,spbk0004437,pk105,Science et Arts
[Histoire de la littérature italienne],spbk0004438,pk015,Belles-Lettres
Histoire de Dom B… portier des Chartreux,spbk0004439,pk015,Belles-Lettres
Histoires de la Bible,spbk0004440,pk106,Théologie
Dissertation sur le cacao,spbk0004447,pk105,Science et Arts
Dissertation sur le café,spbk0004448,pk105,Science et Arts
Iconologie tirée de divers auteurs,spbk0004450,pk105,Science et Arts
[Constitution françoise],spbk0004452,pk036,Histoire
Ah! Quel conte,spbk0004453,pk015,Belles-Lettres
Voyage de Louis XVI,spbk0004454,pk036,Histoire
Traité de la peste,spbk0004455,pk105,Science et Arts
Discours qui a obtenu l'accessit au jugement de l'Académie de Besançon,spbk0004456,pk105,Science et Arts
Choix de monumens les plus remarquables des anciens Egyptiens,spbk0004457,pk105,Science et Arts
Recueil de pierres antiques gravées,spbk0004459,pk105,Science et Arts
Recueil de cent-trente-trois oiseaux des plus belles espèces graves,spbk0004460,pk105,Science et Arts
[Recueil de dessins d'ornement pour les Jouailles],spbk0004461,pk105,Science et Arts
Nouveau recueil de vues des plus beaux edifices de Rome,spbk0004462,pk105,Science et Arts
Portrait du pape Pie VI,spbk0004463,pk105,Science et Arts
Portrait du cardinal de Bernis,spbk0004464,pk105,Science et Arts
Correspondance d'Eulalie,spbk0004465,pk015,Belles-Lettres
Catalogue latin et françois des plantes vivaces qu'on peut cultiver en pleine terre,spbk0004466,pk105,Science et Arts
[Considerations sur les colonies d'Hollande],spbk0004468,pk036,Histoire
Considérations sur la guerre actuelle des Turcs,spbk0004469,pk036,Histoire
Coup d'oeil sur le gouvernement anglais,spbk0004470,pk036,Histoire
Cours complet d'agriculture théorique,spbk0004471,pk105,Science et Arts
Description de la Nigritie,spbk0004472,pk036,Histoire
Don Jean de Bragance,spbk0004473,pk015,Belles-Lettres
Eloge du roi de Prusse,spbk0004475,pk036,Histoire
France illustres (la),spbk0004477,pk036,Histoire
Histoire de la Réformation,spbk0004479,pk036,Histoire
"Journal des révolutions de l'Europe, en 1789 et 1790",spbk0004481,pk036,Histoire
Jésuites (les) chassés de la maçonnerie,spbk0004482,pk036,Histoire
Mémoires pour servir à l'histoire du maréchal duc de Luxembourg,spbk0004483,pk105,Science et Arts
Observations d'un Alsacien sur l'affaire présente des Juifs d'Alsace,spbk0004484,pk036,Histoire
Recherches sur l'entendement humain,spbk0004486,pk105,Science et Arts
[Recherches sur les romains],spbk0004487,pk114,Undetermined
Séducteur (le),spbk0004488,pk015,Belles-Lettres
Sermons prononcés à Genève,spbk0004489,pk106,Théologie
Traité des arbres résineux conifères,spbk0004490,pk105,Science et Arts
Vie privée du maréchal de Richelieu,spbk0004491,pk036,Histoire
Vie de Jacques Pierlot,spbk0004492,pk036,Histoire
Voyage du jeune Anacharsis en Grèce,spbk0004493,pk015,Belles-Lettres
Voyage aux sources du Nil,spbk0004494,pk036,Histoire
